Title,Author(s),Year,Source,Status,Exclusion Criteria,Inclusion Criteria,Quality Grade,Goal
Comprehending Spreadsheets: Which Strategies do Users Apply?,"Hodnigg, Karin and Macho, Christian and Pinzger, Martin and Jannach, Dietmar",2021,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
The Supportive Effect of Traceability Links in Architecture-Level Software Understanding: Two Controlled Experiments,"Javed, Muhammad Atif and Zdun, Uwe",2014,IEEE Xplore,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Looking Back on Previous Estimation Error as a Method to Improve the Uncertainty Assessment of Benefits and Costs of Software Development Projects,"Jørgensen, Magne",2018,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
Impact of Communication Structure on System Design: Towards a Controlled Test of Conway's Law,"Blatter, Kyle L. and Gledhill, T.J. and Krein, Jonathan L. and Knutson, Charles D.",2013,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
Design Patterns in Software Maintenance: An Experiment Replication at Freie Universität Berlin,"Prechelt, Lutz and Liesenberg, Martin",2011,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
The Impact of Group Size on Software Architecture Evaluation: A Controlled Experiment,"Babar, Muhammad Ali and Kitchenham, Barbara",2007,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
A subject-based empirical evaluation of SSUCD's performance in reducing inconsistencies in use case models,"El-Attar, Mohamed and Miller, James",2009,El Compendex,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Learning better {IV}\&{V} practices,"Menzies, Tim and Benson, Markland and Costello, Ken and Moats, Christina and Northey, Melissa and Richardson, Julian",2008,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
An empirical comparative evaluation of requirements engineering methods,"España, Sergio and Condori-Fernandez, Nelly and González, Arturo and Pastor, Óscar",2010,Springer Link,Accepted,,Experiment,1.0,Explore relationships
CountMeIn: Evaluating Social Presence in a Collaborative Pervasive Mobile Game Using NFC and Touchscreen Interaction,"Wolbert, Michael and Ali, Abdallah El and Nack, Frank",2014,ACM Digital Library,Accepted,,Experiment,1.0,Evaluate the accuracy of models
A genetic algorithm based framework for software effort prediction,"Murillo-Morera, Juan and Quesada-López, Christian and Castro-Herrera, Carlos and Jenkins, Marcelo",2017,Springer Link,Accepted,,Experiment,0.5,Evaluate the accuracy of models
Going deeper with optimal software products selection using many-objective optimization and satisfiability solvers,"Xiang, Yi and Yang, Xiaowei and Zhou, Yuren and Zheng, Zibin and Li, Miqing and Huang, Han",2020,Springer Link,Accepted,,Experiment,1.0,Explore relationships
Cloned and non-cloned {Java} methods: a comparative study,"Saini, Vaibhav and Sajnani, Hitesh and Lopes, Cristina",2018,Springer Link,Accepted,,Experiment,1.0,Explore relationships
"{variED}: an editor for collaborative, real-time feature modeling","Kuiter, Elias and Krieter, Sebastian and Krüger, Jacob and Saake, Gunter and Leich, Thomas",2021,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Understanding semi-structured merge conflict characteristics in open-source {Java} projects,"Accioly, Paola and Borba, Paulo and Cavalcanti, Guilherme",2018,Springer Link,Accepted,,Case Study,1.0,Explore relationships
Empirical assessment of two approaches for specifying software product line use case scenarios,"Bonifácio, Rodrigo and Borba, Paulo and Ferraz, Cristiano and Accioly, Paola",2017,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Software microbenchmarking in the cloud. {How} bad is it really?,"Laaber, Christoph and Scheuner, Joel and Leitner, Philipp",2019,Springer Link,Accepted,,Experiment,1.0,Confirm theories
Measuring the accuracy of software vulnerability assessments: experiments with students and professionals,"Allodi, Luca and Cremonini, Marco and Massacci, Fabio and Shim, Woohyun",2020,Springer Link,Accepted,,Experiment,1.0,Explore relationships
An empirical study of a reverse engineering method for the aggregation relationship based on operation propagation,"Yeh, Dowming and Sun, Pei-chen and Chu, William and Lin, Chien-Lung and Yang, Hongji",2007,Springer Link,Accepted,,Experiment,1.0,Explore relationships
Estimating the number of remaining links in traceability recovery,"Falessi, Davide and Di Penta, Massimiliano and Canfora, Gerardo and Cantone, Giovanni",2017,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
On the need of preserving order of data when validating within-project defect classifiers,"Falessi, Davide and Huang, Jacky and Narayana, Likhita and Thai, Jennifer Fong and Turhan, Burak",2020,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Model comprehension for security risk assessment: an empirical comparison of tabular vs. graphical representations,"Labunets, Katsiaryna and Massacci, Fabio and Paci, Federica and Marczak, Sabrina and de Oliveira, Flávio Moreira",2017,Springer Link,Accepted,,Experiment,1.0,Evaluate the accuracy of models
On the relation of control-flow and performance feature interactions: a case study,"Kolesnikov, Sergiy and Siegmund, Norbert and Kästner, Christian and Apel, Sven",2019,Springer Link,Accepted,,Experiment,1.0,Explore relationships
Towards an affordable brain computer interface for the assessment of programmers’ mental workload,Makrina Viola Kosti and Kostas Georgiadis and Dimitrios A. Adamos and Nikos Laskaris and Diomidis Spinellis and Lefteris Angelis,2018,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
Assessing expert system-assisted literature reviews with a case study,Zhe Yu and Jeffrey C. Carver and Gregg Rothermel and Tim Menzies,2022,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
The challenges that challenge: Engaging with agile practitioners’ concerns,Peggy Gregory and Leonor Barroca and Helen Sharp and Advait Deshpande and Katie Taylor,2016,Science@Direct,Rejected,Out of Scope,,N/A,N/A
On the Understandability of Language Constructs to Structure the State and Behavior in Abstract State Machine Specifications: A Controlled Experiment,Philipp Paulweber and Georg Simhandl and Uwe Zdun,2021,Science@Direct,Accepted,,Experiment,1.0,Confirm theories
Evaluating legacy system migration technologies through empirical studies,Massimo Colosimo and Andrea De Lucia and Giuseppe Scanniello and Genoveffa Tortora,2009,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Requirements elicitation methods based on interviews in comparison: A family of experiments,Silvia Rueda and Jose Ignacio Panach and Damiano Distante,2020,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
Microtasking Software Failure Resolution: Early Results,"Adriano, Christian",2022,ACM Digital Library,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Evaluating a graphical notation for modeling collaborative learning activities: A family of experiments,Ana I. Molina and Miguel A. Redondo and Manuel Ortega and Carmen Lacave,2014,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Evaluating the accessibility of a {PoN}-enabled misuse case notation by the red–green colorblind community,"El-Attar, Mohamed",2022,Springer Link,Accepted,,Experiment,1.0,Confirm theories
An experimental comparison of ER and UML class diagrams for data modeling,"De Lucia, Andrea and Gravino, Carmine and Oliveto, Rocco and Tortora, Genoveffa",2010,El Compendex,Accepted,,Experiment,1.0,Confirm theories
Practical challenges of requirements prioritization based on risk estimation,"Herrmann, Andrea and Paech, Barbara",2009,Springer Link,Accepted,,Experiment,0.5,Explore relationships
Operational definition and automated inference of test-driven development with {Zorro},"Kou, Hongbing and Johnson, Philip M. and Erdogmus, Hakan",2009,Springer Link,Rejected,Out of Scope,,N/A,N/A
An empirical analysis of error propagation in critical software systems,"Cinque, Marcello and Della Corte, Raffaele and Pecchia, Antonio",2020,Springer Link,Rejected,Out of Scope,,N/A,N/A
Learning how to search: generating effective test cases through adaptive fitness function selection,"Almulla, Hussein and Gay, Gregory",2022,Springer Link,Accepted,,Experiment,1.0,Confirm theories
Software Architecture Improvement through Test-Driven Development,"Janzen, David S.",2005,ACM Digital Library,Rejected,Out of Scope,,N/A,N/A
Impact of Collaborative Traces on Trustworthiness,"Trainer, Erik H. and Al-Ani, Ban and Redmiles, David F.",2011,ACM Digital Library,Accepted,,Experiment,1.0,Confirm theories
An Externally Replicated Experiment to Evaluate Software Testing Methods,"Farooq, Sheikh Umar and Quadri, Smk",2013,ACM Digital Library,Accepted,,Experiment,1.0,Explore relationships
Sensing Developers' Emotions: The Design of a Replicated Experiment,"Girardi, Daniela and Lanubile, Filippo and Novielli, Nicole and Fucci, Davide",2018,ACM Digital Library,Accepted,,Experiment,1.0,Confirm theories
Understanding Software Architectures by Visualization--An Experiment with Graphical Elements,"Knodel, Jens and Muthig, Dirk and Naab, Matthias",2006,IEEE Xplore,Accepted,,Experiment,1.0,Confirm theories
Specifying with Interface and Trait Abstractions in Abstract State Machines: A Controlled Experiment,"Paulweber, Philipp and Simhandl, Georg and Zdun, Uwe",2021,ACM Digital Library,Accepted,,Experiment,0.5,Confirm theories
Determining the effectiveness of three software evaluation techniques through informal aggregation,Babatunde Kazeem Olorisade and Sira Vegas and Natalia Juristo,2013,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
The effects of visualization and interaction techniques on feature model configuration,"Asadi, Mohsen and Soltani, Samaneh and Gaevi, Dragan and Hatala, Marek",2016,El Compendex,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Some SonarQube issues have a significant but small effect on faults and changes. A large-scale empirical study,Valentina Lenarduzzi and Nyyti Saarimäki and Davide Taibi,2020,Science@Direct,Rejected,Out of Scope,,N/A,N/A
Goal-driven Modeling for Confidence-based Patient Numeracy Assessment: C-PNA,Mandana Omidbakhsh and Olga Ormandjieva,2015,Science@Direct,Accepted,,Case Study,1.0,Evaluate the accuracy of models
Comparing business value modeling methods: A family of experiments,Eric Souza and Ana Moreira and João Araújo and Silvia Abrahão and Emilio Insfran and Denis Silva da Silveira,2018,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Requirements specification for developers in agile projects: Evaluation by two industrial case studies,Juliana Medeiros and Alexandre Vasconcelos and Carla Silva and Miguel Goulão,2020,Science@Direct,Rejected,Out of Scope,,N/A,N/A
An empirical study of groupware support for distributed software architecture evaluation process,Muhammad Ali Babar and Barbara Kitchenham and Liming Zhu and Ian Gorton and Ross Jeffery,2006,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Adopting configuration management principles for managing experiment materials in families of experiments,Edison Espinosa and Silvia Teresita Acuña and Sira Vegas and Natalia Juristo,2019,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
Unit effects in software project effort estimation: Work-hours gives lower effort estimates than workdays,Magne Jørgensen,2016,Science@Direct,Accepted,,Experiment,1.0,Confirm theories
Defining and validating metrics for assessing the understandability of entity–relationship diagrams,Marcela Genero and Geert Poels and Mario Piattini,2008,Science@Direct,Rejected,Out of Scope,,N/A,N/A
Using multiple adaptive regression splines to support decision making in code inspections,Lionel C. Briand and Bernd Freimut and Ferdinand Vollei,2004,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
Two controlled experiments concerning the comparison of pair programming to peer review,Matthias M. Müller,2005,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
PrioriTTVs: A process aimed at supporting researchers to prioritize threats to validity and their mitigation actions when planning controlled experiments in SE,Eudis Teixeira and Liliane Fonseca and Bruno Cartaxo and Sergio Soares,2019,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Patterns of user involvement in experiment-driven software development,Sezin Yaman and Fabian Fagerholm and Myriam Munezero and Tomi Männistö and Tommi Mikkonen,2020,Science@Direct,Rejected,Out of Scope,,N/A,N/A
Do UML object diagrams affect design comprehensibility? Results from a family of four controlled experiments,Marco Torchiano and Giuseppe Scanniello and Filippo Ricca and Gianna Reggio and Maurizio Leotta,2017,Science@Direct,Accepted,,Experiment,1.0,Explore relationships
Usability driven DSL development with USE-ME,Ankica Barišić and Vasco Amaral and Miguel Goulão,2018,Science@Direct,Accepted,,Case Study,1.0,Evaluate the accuracy of models
Engaging the net generation with evidence-based software engineering through a community-driven web database,David S. Janzen and Jungwoo Ryoo,2009,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Evaluating requirements modeling methods based on user perceptions: A family of experiments,Silvia Abrahão and Emilio Insfran and José Angel Carsí and Marcela Genero,2011,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
Using acceptance tests as a support for clarifying requirements: A series of experiments,Filippo Ricca and Marco Torchiano and Massimiliano {Di Penta} and Mariano Ceccato and Paolo Tonella,2009,Science@Direct,Accepted,,Experiment,1.0,Confirm theories
Besouro: A framework for exploring compliance rules in automatic TDD behavior assessment,Karin Becker and Bruno de Souza Costa Pedroso and Marcelo Soares Pimenta and Ricardo Pezzuol Jacobi,2015,Science@Direct,Accepted,,Experiment,1.0,Evaluate the accuracy of models
